OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1999-025EAG","FENGYUN 1C DEB","36710","PRC","100.63","98.66","851","725","SMALL","0","1999-05-10",""
"1999-025EAD","FENGYUN 1C DEB","36707","PRC","102.12","99.04","899","820","SMALL","0","1999-05-10",""
"1999-025EAC","FENGYUN 1C DEB","36706","PRC","98.32","98.85","706","651","SMALL","0","1999-05-10",""
"1999-025DZZ","FENGYUN 1C DEB","36703","PRC","102.81","97.84","986","797","SMALL","0","1999-05-10",""
"1999-025DZY","FENGYUN 1C DEB","36702","PRC","101.39","98.36","901","748","SMALL","0","1999-05-10",""
"1999-025DZX","FENGYUN 1C DEB","36701","PRC","105.95","102.73","1248","830","SMALL","0","1999-05-10",""
"1999-025DZW","FENGYUN 1C DEB","36700","PRC","104.14","99.89","1070","839","SMALL","0","1999-05-10",""
"1999-025DZV","FENGYUN 1C DEB","36699","PRC","101.33","98.70","892","751","SMALL","0","1999-05-10",""
"1999-025DZU","FENGYUN 1C DEB","36698","PRC","100.08","99.01","810","715","SMALL","0","1999-05-10",""
"1999-025DZT","FENGYUN 1C DEB","36697","PRC","97.29","98.80","748","511","SMALL","0","1999-05-10",""
"1999-025DZS","FENGYUN 1C DEB","36696","PRC","101.72","98.85","861","819","SMALL","0","1999-05-10",""
"1999-025DZR","FENGYUN 1C DEB","36695","PRC","100.16","98.38","962","569","SMALL","0","1999-05-10",""
"1999-025DZQ","FENGYUN 1C DEB","36694","PRC","101.90","98.96","931","766","SMALL","0","1999-05-10",""
"1999-025DZP","FENGYUN 1C DEB","36693","PRC","98.35","97.60","796","563","SMALL","0","1999-05-10",""
"1999-025DZN","FENGYUN 1C DEB","36692","PRC","103.55","100.07","1013","840","SMALL","0","1999-05-10",""
"1999-025DZM","FENGYUN 1C DEB","36691","PRC","103.46","98.71","1033","812","SMALL","0","1999-05-10",""
"1999-025DZK","FENGYUN 1C DEB","36689","PRC","105.77","98.47","1286","775","SMALL","0","1999-05-10",""
"1999-025DZJ","FENGYUN 1C DEB","36688","PRC","101.12","99.04","865","758","SMALL","0","1999-05-10",""
"1999-025DZH","FENGYUN 1C DEB","36687","PRC","102.66","98.51","951","818","SMALL","0","1999-05-10",""
"1999-025DZG","FENGYUN 1C DEB","36686","PRC","99.18","98.94","830","609","SMALL","0","1999-05-10",""
"1999-025DZF","FENGYUN 1C DEB","36685","PRC","98.31","98.82","773","583","SMALL","0","1999-05-10",""
"1999-025DZE","FENGYUN 1C DEB","36684","PRC","100.08","99.50","807","718","SMALL","0","1999-05-10",""
"1999-025DZC","FENGYUN 1C DEB","36682","PRC","105.65","98.46","1208","841","SMALL","0","1999-05-10",""
"1999-025DZB","FENGYUN 1C DEB","36681","PRC","102.47","98.92","909","842","SMALL","0","1999-05-10",""
"1999-025DZA","FENGYUN 1C DEB","36680","PRC","101.90","98.77","995","703","SMALL","0","1999-05-10",""
"1999-025DYZ","FENGYUN 1C DEB","36679","PRC","102.81","99.03","961","823","SMALL","0","1999-05-10",""
"1999-025DYY","FENGYUN 1C DEB","36678","PRC","100.47","98.46","898","665","SMALL","0","1999-05-10",""
"1999-025DYX","FENGYUN 1C DEB","36677","PRC","102.28","98.99","913","820","SMALL","0","1999-05-10",""
"1999-025DYW","FENGYUN 1C DEB","36676","PRC","100.24","98.79","846","694","SMALL","0","1999-05-10",""
"1999-025DYV","FENGYUN 1C DEB","36675","PRC","101.45","99.25","856","798","SMALL","0","1999-05-10",""
"1999-025DYT","FENGYUN 1C DEB","36673","PRC","99.41","99.05","836","625","SMALL","0","1999-05-10",""
"1999-025DYS","FENGYUN 1C DEB","36672","PRC","96.80","98.98","635","576","SMALL","0","1999-05-10",""
"1999-025DYQ","FENGYUN 1C DEB","36670","PRC","100.89","98.84","832","770","SMALL","0","1999-05-10",""
"1999-025DYN","FENGYUN 1C DEB","36668","PRC","102.15","98.88","900","821","SMALL","0","1999-05-10",""
"1999-025DYM","FENGYUN 1C DEB","36667","PRC","103.12","97.77","1002","810","SMALL","0","1999-05-10",""
"1999-025DYK","FENGYUN 1C DEB","36665","PRC","102.25","98.46","978","753","SMALL","0","1999-05-10",""
"1999-025DYJ","FENGYUN 1C DEB","36664","PRC","101.64","98.94","962","710","SMALL","0","1999-05-10",""
"1999-025DYH","FENGYUN 1C DEB","36663","PRC","102.11","98.78","871","847","SMALL","0","1999-05-10",""
"1999-025DYG","FENGYUN 1C DEB","36662","PRC","94.33","96.55","495","478","SMALL","0","1999-05-10",""
"1999-025DYF","FENGYUN 1C DEB","36661","PRC","101.49","99.01","846","812","SMALL","0","1999-05-10",""
"1999-025DYE","FENGYUN 1C DEB","36660","PRC","102.20","98.87","898","828","SMALL","0","1999-05-10",""
"1999-025DYD","FENGYUN 1C DEB","36659","PRC","104.10","99.85","1056","849","SMALL","0","1999-05-10",""
"1999-025DYC","FENGYUN 1C DEB","36658","PRC","101.05","98.86","872","744","SMALL","0","1999-05-10",""
"1999-025DYB","FENGYUN 1C DEB","36657","PRC","99.33","99.39","822","631","SMALL","0","1999-05-10",""
"1999-025DYA","FENGYUN 1C DEB","36656","PRC","106.72","97.43","1335","815","SMALL","0","1999-05-10",""
"1999-025DXZ","FENGYUN 1C DEB","36655","PRC","98.65","98.93","730","658","SMALL","0","1999-05-10",""
"1999-025DXY","FENGYUN 1C DEB","36654","PRC","97.15","99.52","727","517","SMALL","0","1999-05-10",""
"1999-025DXW","FENGYUN 1C DEB","36652","PRC","102.29","99.12","912","822","SMALL","0","1999-05-10",""
"1999-025DXV","FENGYUN 1C DEB","36651","PRC","100.51","98.38","965","601","SMALL","0","1999-05-10",""
"1999-025DXT","FENGYUN 1C DEB","36649","PRC","100.45","98.93","847","713","SMALL","0","1999-05-10",""
"1999-025DXS","FENGYUN 1C DEB","36648","PRC","100.33","97.94","932","616","SMALL","0","1999-05-10",""
"1999-025DXR","FENGYUN 1C DEB","36647","PRC","104.81","96.14","1187","784","SMALL","0","1999-05-10",""
"1999-025DXP","FENGYUN 1C DEB","36645","PRC","106.76","98.51","1314","839","SMALL","0","1999-05-10",""
"1999-025DXN","FENGYUN 1C DEB","36644","PRC","106.40","98.41","1282","837","SMALL","0","1999-05-10",""
"1997-051XD","IRIDIUM 33 DEB","36643","US","99.50","86.32","752","718","SMALL","0","1997-09-14",""
